Year,Month,Plot_Large,Plot,Code,Amount,Sp_C,Ha_C,Family,Conser
2018,5,B,B,,2,東方環頸鴴,灘地,鴴科,0
2018,5,B,B,,1,翠鳥,河道,翠鳥科,0
2018,5,A,A1,,1,高蹺鴴,水域,長腳鷸科,0
2018,5,A,A1,,2,小白鷺,水域,鷺科,0
2018,5,A,A1,,1,東方環頸鴴,水域,鴴科,0
2018,5,A,A1,,6,大白鷺,水域,鷺科,0
2018,5,A,A1,,1,尖尾濱鷸,水域,鷸科,0
2018,5,A,A1,,1,埃及聖䴉,水域,䴉科,0
2018,5,A,A2,,6,東方環頸鴴,灘地,鴴科,0
2018,4,A,A,,20,反嘴鴴,水域,長腳鷸科,0
2018,4,A,A,,20,反嘴鴴,岸邊,長腳鷸科,0
2018,4,A,A,,4,高蹺鴴,草叢,長腳鷸科,0
2018,4,A,A,,4,小白鷺,草叢,鷺科,0
2018,4,A,A,,3,小白鷺,岸邊,鷺科,0
2018,4,A,A,,1,黑腹燕鷗,天空,鷗科,0
2018,4,A,A,,4,埃及聖䴉,草叢,䴉科,0
2018,4,A,A,,3,埃及聖䴉,岸邊,䴉科,0
2018,4,A,A,,1,翠鳥,人工棲地,翠鳥科,0
2018,4,A,A,,3,大白鷺,草叢,鷺科,0
2018,4,A,A,,3,黃頭鷺,岸邊,鷺科,0
2018,4,A,A,,1,黑面琵鷺,草叢,䴉科,I
2018,4,A,A,,10,東方環頸鴴,灘地,鴴科,0
2018,4,A,A,,6,東方環頸鴴,草叢,鴴科,0
2018,4,A,A,,39,紅胸濱鷸,灘地,鷸科,0
2018,4,A,A,,20,紅胸濱鷸,岸邊,鷸科,0
2018,4,A,A,,2,小燕鷗,天空,鷗科,II
2018,4,A,A,,2,蒙古鴴,灘地,鴴科,0
2018,4,A,A,,1,彎嘴濱鷸,灘地,鷸科,0
2018,4,A,A,,1,尖尾濱鷸,岸邊,鷸科,0
2018,4,B,B,,57,紅胸濱鷸,灘地,鷸科,0
2018,4,B,B,,6,蒙古鴴,岸邊,鴴科,0
2018,4,B,B,,1,東方環頸鴴,岸邊,鴴科,0
2018,4,B,B,,2,青足鷸,岸邊,鷸科,0
2018,4,B,B,,4,高蹺鴴,水域,長腳鷸科,0
2018,4,C,C,,200,紅胸濱鷸,灘地,鷸科,0
2018,4,C,C,,33,紅胸濱鷸,岸邊,鷸科,0
2018,4,C,C,,47,尖尾濱鷸,灘地,鷸科,0
2018,4,C,C,,28,彎嘴濱鷸,灘地,鷸科,0
2018,4,C,C,,1,小青足鷸,岸邊,鷸科,0
2018,4,C,C,,7,黃頭鷺,草叢,鷺科,0
2018,4,C,C,,2,東方環頸鴴,灘地,鴴科,0
2018,4,C,C,,17,彎嘴濱鷸,灘地,鷸科,0
2018,4,D,D,,9,彎嘴濱鷸,岸邊,鷸科,0
2018,4,D,D,,1,鷹斑鷸,岸邊,鷸科,0
2018,4,D,D,,1,小青足鷸,岸邊,鷸科,0
2018,4,D,D,,20,高蹺鴴,水域,長腳鷸科,0
2018,4,D,D,,8,高蹺鴴,岸邊,長腳鷸科,0
2018,4,D,D,,4,小燕鷗,天空,鷗科,II
2018,4,D,D,,5,大白鷺,草叢,鷺科,0
2018,4,D,D,,2,青足鷸,岸邊,鷸科,0
2018,4,D,D,,1,東方環頸鴴,岸邊,鴴科,0
2018,4,E,E,,129,紅胸濱鷸,岸邊,鷸科,0
2018,4,E,E,,200,紅胸濱鷸,灘地,鷸科,0
2018,4,E,E,,190,蒙古鴴,灘地,鴴科,0
2018,4,E,E,,22,彎嘴濱鷸,灘地,鷸科,0
2018,4,E,E,,20,小燕鷗,灘地,鷗科,II
2018,4,E,E,,14,青足鷸,岸邊,鷸科,0
2018,4,E,E,,10,青足鷸,岸邊,鷸科,0
2018,4,E,E,,15,彎嘴濱鷸,灘地,鷸科,0
2018,4,E,E,,16,太平洋金斑鴴,草叢,鴴科,0
2018,4,E,E,,10,高蹺鴴,草叢,長腳鷸科,0
2018,4,E,E,,5,高蹺鴴,岸邊,長腳鷸科,0
2018,4,E,E,,8,小青足鷸,岸邊,鷸科,0
2018,4,E,E,,12,裏海燕鷗,灘地,鷗科,0
2018,4,E,E,,1,翻石鷸,草叢,鷸科,0
2018,4,F,F,,14,尖尾濱鷸,岸邊,鷸科,0
2018,4,F,F,,11,彎嘴濱鷸,岸邊,鷸科,0
2018,4,F,F,,6,小青足鷸,岸邊,鷸科,0
2018,4,F,F,,1,太平洋金斑鴴,草叢,鴴科,0
2018,4,F,F,,3,紅冠水雞,水域,秧雞科,0
2018,4,F,F,,17,彎嘴濱鷸,灘地,鷸科,0
2018,4,F,F,,15,紅胸濱鷸,灘地,鷸科,0
2018,4,F,F,,1,蒙古鴴,灘地,鴴科,0
2018,4,F,F,,19,高蹺鴴,岸邊,長腳鷸科,0
2018,4,F,F,,1,反嘴鴴,水域,長腳鷸科,0
2018,4,F,F,,21,青足鷸,岸邊,鷸科,0
2018,4,F,F,,2,鷹斑鷸,岸邊,鷸科,0
2018,4,F,F,,2,小燕鷗,灘地,鷗科,II
2018,12,C,C,greg,1,大白鷺,草叢,鷺科,0
2018,12,C,C,ece,2,黃頭鷺,草叢,鷺科,0
2018,12,B,B,lieg,2,小白鷺,岸邊,鷺科,0
2018,12,B,B,lieg,1,小白鷺,水域,鷺科,0
2018,12,B,B,lieg,1,小白鷺,水域,鷺科,0
2018,12,B,B,gwt,10,小水鴨,水域,雁鴨科,0
2018,12,B,B,garg,2,白眉鴨,水域,雁鴨科,0
2018,12,B,B,nopi,20,尖尾鴨,水域,雁鴨科,0
2018,12,B,B,nosh,5,琵嘴鴨,水域,雁鴨科,0
2018,12,B,B,masa,22,小青足鷸,水域,鷸科,0
2018,12,B,B,cosa,15,磯鷸,水域,鷸科,0
2018,12,B,B,cosa,10,磯鷸,草叢,鷸科,0
2018,12,B,B,ece,2,黃頭鷺,草叢,鷺科,0
2018,12,B,B,saib,2,埃及聖䴉,水域,䴉科,0
2018,12,B,B,jamy,2,白尾八哥,天空,八哥科,0
2018,12,B,B,grhe,15,蒼鷺,岸邊,鷺科,0
2018,12,B,B,piav,1,反嘴鴴,水域,長腳鷸科,0
2018,12,A,A1,saib,5,埃及聖䴉,岸邊,䴉科,0
2018,12,A,A1,nosh,200,琵嘴鴨,水域,雁鴨科,0
2018,12,A,A1,nosh,15,琵嘴鴨,岸邊,雁鴨科,0
2018,12,A,A1,nopi,50,尖尾鴨,水域,雁鴨科,0
2018,12,A,A1,nopi,5,尖尾鴨,岸邊,雁鴨科,0
2018,12,A,A1,euwi,25,赤頸鴨,水域,雁鴨科,0
2018,12,A,A1,gwt,15,小水鴨,水域,雁鴨科,0
2018,12,A,A1,gwt,5,小水鴨,草叢,雁鴨科,0
2018,12,A,A1,ece,30,黃頭鷺,岸邊,鷺科,0
2018,12,A,A1,grhe,5,蒼鷺,岸邊,鷺科,0
2018,12,A,A1,greg,6,大白鷺,水域,鷺科,0
2018,12,A,A2,nosh,300,琵嘴鴨,水域,雁鴨科,0
2018,12,A,A2,nosh,100,琵嘴鴨,岸邊,雁鴨科,0
2018,12,A,A2,nopi,75,尖尾鴨,水域,雁鴨科,0
2018,12,A,A2,nopi,25,尖尾鴨,岸邊,雁鴨科,0
2018,12,A,A2,euwi,25,赤頸鴨,水域,雁鴨科,0
2018,12,A,A2,euwi,50,赤頸鴨,岸邊,雁鴨科,0
2018,12,A,A2,gwt,15,小水鴨,水域,雁鴨科,0
2018,12,A,A2,gwt,10,小水鴨,岸邊,雁鴨科,0
2018,12,A,A2,ece,10,黃頭鷺,岸邊,鷺科,0
2018,12,A,A2,grhe,4,蒼鷺,岸邊,鷺科,0
2018,12,A,A2,greg,10,大白鷺,岸邊,鷺科,0
2018,12,E,E2,bcnh,100,夜鷺,水域,鷺科,0
2018,12,E,E2,grhe,10,蒼鷺,水域,鷺科,0
2018,12,E,E2,grhe,10,蒼鷺,岸邊,鷺科,0
2018,12,E,E2,ece,30,黃頭鷺,岸邊,鷺科,0
2018,12,E,E2,greg,40,大白鷺,水域,鷺科,0
2018,12,E,E2,greg,20,大白鷺,岸邊,鷺科,0
2018,12,E,E1,kepl,150,東方環頸鴴,水域,鴴科,0
2018,12,E,E1,grhe,25,蒼鷺,岸邊,鷺科,0
2018,12,D,D2,kepl,50,東方環頸鴴,水域,鴴科,0
2018,12,D,D2,grhe,75,蒼鷺,水域,鷺科,0
2018,12,D,D2,grhe,25,蒼鷺,岸邊,鷺科,0
2018,12,D,D1,greg,15,大白鷺,水域,鷺科,0
2018,12,D,D1,greg,10,大白鷺,岸邊,鷺科,0
2018,12,D,D2,greg,4,大白鷺,水域,鷺科,0
2018,12,D,D2,greg,2,大白鷺,岸邊,鷺科,0
2018,12,D,D1,coki,1,翠鳥,草叢,翠鳥科,0
2018,12,A,A1,plpr,1,灰頭鷦鶯,草叢,扇尾鶯科,0
2018,12,A,A2,bfs,4,黑面琵鷺,草叢,䴉科,I
2018,12,A,A1,cate,1,裏海燕鷗,天空,鷗科,0
2019,1,A,A1,lieg,2,小白鷺,岸邊,鷺科,0
2019,1,A,A1,lieg,2,小白鷺,草叢,鷺科,0
2019,1,A,A1,greg,10,大白鷺,岸邊,鷺科,0
2019,1,A,A1,greg,5,大白鷺,草叢,鷺科,0
2019,1,A,A1,ineg,2,中白鷺,岸邊,鷺科,0
2019,1,A,A1,grhe,3,蒼鷺,岸邊,鷺科,0
2019,1,A,A1,grhe,1,蒼鷺,草叢,鷺科,0
2019,1,A,A1,nopi,22,尖尾鴨,水域,雁鴨科,0
2019,1,A,A1,nopi,8,尖尾鴨,岸邊,雁鴨科,0
2019,1,A,A1,nosh,2,琵嘴鴨,岸邊,雁鴨科,0
2019,1,A,A1,euwi,46,赤頸鴨,水域,雁鴨科,0
2019,1,A,A1,euwi,40,赤頸鴨,岸邊,雁鴨科,0
2019,1,A,A1,gwt,6,小水鴨,水域,雁鴨科,0
2019,1,A,A1,gwt,8,小水鴨,水域,雁鴨科,0
2019,1,A,A1,grco,2,鸕鷀,水域,鸕鷀科,0
2019,1,A,A1,cate,3,裏海燕鷗,水域,鷗科,0
2019,1,A,A1,coki,2,翠鳥,岸邊,翠鳥科,0
2019,1,A,A1,plpr,2,灰頭鷦鶯,水域,扇尾鶯科,0
2019,1,A,A1,ets,10,麻雀,人工棲地,麻雀科,0
2019,1,A,A2,lieg,3,小白鷺,岸邊,鷺科,0
2019,1,A,A2,greg,10,大白鷺,岸邊,鷺科,0
2019,1,A,A2,greg,3,大白鷺,草叢,鷺科,0
2019,1,A,A2,nopi,2,尖尾鴨,岸邊,雁鴨科,0
2019,1,A,A2,nosh,24,琵嘴鴨,岸邊,雁鴨科,0
2019,1,A,A2,nosh,10,琵嘴鴨,水域,雁鴨科,0
2019,1,A,A2,grhe,4,蒼鷺,岸邊,鷺科,0
2019,1,A,A2,grhe,1,蒼鷺,草叢,鷺科,0
2019,1,A,A2,piav,2,反嘴鴴,岸邊,長腳鷸科,0
2019,1,B,B,greg,2,大白鷺,草叢,鷺科,0
2019,2,A,A1,bfs,2,黑面琵鷺,草叢,䴉科,I
2019,2,A,A1,bfs,14,黑面琵鷺,岸邊,䴉科,I
2019,2,A,A1,grhe,2,蒼鷺,岸邊,鷺科,0
2019,2,A,A1,grhe,2,蒼鷺,草叢,鷺科,0
2019,2,A,A1,lieg,9,小白鷺,岸邊,鷺科,0
2019,2,A,A1,lieg,3,小白鷺,草叢,鷺科,0
2019,2,A,A1,greg,200,大白鷺,水域,鷺科,0
2019,2,A,A1,greg,20,大白鷺,岸邊,鷺科,0
2019,2,A,A1,greg,5,大白鷺,草叢,鷺科,0
2019,2,A,A1,ineg,5,中白鷺,岸邊,鷺科,0
2019,2,A,A1,saib,3,埃及聖䴉,岸邊,䴉科,0
2019,2,A,A1,coki,1,翠鳥,岸邊,翠鳥科,0
2019,2,A,A1,bhg,23,紅嘴鷗,水域,鷗科,0
2019,2,A,A1,nosh,60,琵嘴鴨,水域,雁鴨科,0
2019,2,A,A1,nosh,3,琵嘴鴨,草叢,雁鴨科,0
2019,2,A,A1,nosh,26,琵嘴鴨,岸邊,雁鴨科,0
2019,2,A,A1,nopi,8,尖尾鴨,草叢,雁鴨科,0
2019,2,A,A1,nopi,5,尖尾鴨,水域,雁鴨科,0
2019,2,A,A1,euwi,13,赤頸鴨,水域,雁鴨科,0
2019,2,A,A1,cate,6,裏海燕鷗,天空,鷗科,0
2019,2,A,A1,basw,20,家燕,天空,燕科,0
2019,2,A,A1,paswa,15,洋燕,天空,燕科,0
2019,2,A,A2,lite,1,小燕鷗,岸邊,鷗科,II
2019,2,A,A2,nosh,50,琵嘴鴨,水域,雁鴨科,0
2019,2,A,A2,nosh,12,琵嘴鴨,草叢,雁鴨科,0
2019,2,A,A2,euwi,6,赤頸鴨,岸邊,雁鴨科,0
2019,2,A,A2,euwi,3,赤頸鴨,草叢,雁鴨科,0
2019,2,A,A2,piav,2,反嘴鴴,岸邊,長腳鷸科,0
2019,2,A,A2,saib,2,埃及聖䴉,岸邊,䴉科,0
2019,2,A,A2,bfs,2,黑面琵鷺,岸邊,䴉科,I
2019,2,A,A2,lieg,8,小白鷺,岸邊,鷺科,0
2019,2,A,A2,greg,4,大白鷺,岸邊,鷺科,0
2019,2,A,A2,kepl,12,東方環頸鴴,草叢,鴴科,0
2019,2,A,A2,kepl,238,東方環頸鴴,岸邊,鴴科,0
2019,2,A,A2,dunl,260,黑腹濱鷸,岸邊,鷸科,0
2019,2,A,A2,dunl,27,黑腹濱鷸,草叢,鷸科,0
2019,2,A,A2,masa,20,小青足鷸,草叢,鷸科,0
2019,2,A,A2,masa,80,小青足鷸,岸邊,鷸科,0
2019,2,A,A2,cogr,6,青足鷸,岸邊,鷸科,0
2019,2,A,A2,ets,30,麻雀,人工棲地,麻雀科,0
2019,2,A,A2,basw,15,家燕,天空,燕科,0
2019,2,A,A2,paswa,5,洋燕,天空,燕科,0
2019,2,B,B,zici,1,棕扇尾鶯,草叢,扇尾鶯科,0
2019,2,B,B,basw,6,家燕,天空,燕科,0
2019,3,A,A1,ets,30,麻雀,人工棲地,麻雀科,0
2019,3,A,A1,coki,2,翠鳥,岸邊,翠鳥科,0
2019,3,A,A1,jamy,2,白尾八哥,人工棲地,八哥科,0
2019,3,A,A1,ligr,2,小鸊鷉,水域,鸊鷉科,0
2019,3,A,A1,ineg,1,中白鷺,岸邊,鷺科,0
2019,3,A,A1,greg,1,大白鷺,岸邊,鷺科,0
2019,3,A,A1,nosh,1,琵嘴鴨,岸邊,雁鴨科,0
2019,3,A,A1,nosh,5,琵嘴鴨,水域,雁鴨科,0
2019,3,A,A1,nosh,20,琵嘴鴨,草叢,雁鴨科,0
2019,3,A,A1,euwi,4,赤頸鴨,岸邊,雁鴨科,0
2019,3,A,A1,euwi,2,赤頸鴨,草叢,雁鴨科,0
2019,3,A,A1,bws,6,高蹺鴴,草叢,長腳鷸科,0
2019,3,A,A2,euwi,10,赤頸鴨,水域,雁鴨科,0
2019,3,A,A2,nosh,6,琵嘴鴨,草叢,雁鴨科,0
2019,3,A,A2,nosh,10,琵嘴鴨,岸邊,雁鴨科,0
2019,3,A,A2,nosh,12,琵嘴鴨,水域,雁鴨科,0
2019,3,A,A2,piav,5,反嘴鴴,草叢,長腳鷸科,0
2019,3,A,A2,piav,6,反嘴鴴,水域,長腳鷸科,0
2019,3,A,A2,lite,1,小燕鷗,岸邊,鷗科,II
2019,3,A,A2,lite,2,小燕鷗,水域,鷗科,II
2019,3,A,A2,gwt,1,小水鴨,岸邊,雁鴨科,0
2019,3,A,A2,kepl,15,東方環頸鴴,岸邊,鴴科,0
2019,3,A,A2,cogr,1,青足鷸,草叢,鷸科,0
2019,3,A,A2,bws,2,高蹺鴴,草叢,長腳鷸科,0
2019,3,A,A2,bws,7,高蹺鴴,岸邊,長腳鷸科,0
2019,3,A,A2,greg,2,大白鷺,草叢,鷺科,0
2019,3,A,A2,greg,2,大白鷺,岸邊,鷺科,0
2019,3,A,A2,zici,1,棕扇尾鶯,草叢,扇尾鶯科,0
2019,3,B,B,coki,2,翠鳥,岸邊,翠鳥科,0
2019,3,B,B,kepl,10,東方環頸鴴,岸邊,鴴科,0
2019,5,A,A1,ineg,1,中白鷺,岸邊,鷺科,0
2019,5,A,A1,greg,1,大白鷺,草叢,鷺科,0
2019,5,A,A1,lieg,1,小白鷺,岸邊,鷺科,0
2019,5,A,A1,saib,1,埃及聖䴉,岸邊,䴉科,0
2019,5,A,A1,bws,5,高蹺鴴,岸邊,長腳鷸科,0
2019,5,A,A1,bws,2,高蹺鴴,灘地,長腳鷸科,0
2019,5,A,A1,whte,4,黑腹燕鷗,灘地,鷗科,0
2019,5,A,A1,cate,1,裏海燕鷗,天空,鷗科,0
2019,5,A,A1,coki,1,翠鳥,河道,翠鳥科,0
2019,5,A,A1,ets,20,麻雀,人工棲地,麻雀科,0
2019,5,A,A1,jamy,1,白尾八哥,人工棲地,八哥科,0
2019,5,A,A1,kepl,5,東方環頸鴴,灘地,鴴科,0
2019,5,A,A1,lite,2,小燕鷗,灘地,鷗科,II
2019,5,A,A1,cibi,1,栗小鷺,草叢,鷺科,0
2019,5,A,A2,ineg,1,中白鷺,草叢,鷺科,0
2019,5,A,A2,lieg,1,小白鷺,岸邊,鷺科,0
2019,5,A,A2,saib,1,埃及聖䴉,草叢,䴉科,0
2019,5,A,A2,bws,10,高蹺鴴,岸邊,長腳鷸科,0
2019,5,A,A2,bws,5,高蹺鴴,灘地,長腳鷸科,0
2019,5,A,A2,whte,30,黑腹燕鷗,灘地,鷗科,0
2019,5,A,A2,ets,5,麻雀,人工棲地,麻雀科,0
2019,5,A,A2,kepl,5,東方環頸鴴,灘地,鴴科,0
2019,5,A,A2,lite,2,小燕鷗,灘地,鷗科,II
2019,5,A,A2,piav,7,反嘴鴴,水域,長腳鷸科,0
2019,5,A,A2,cibi,1,栗小鷺,岸邊,鷺科,0
2019,5,A,A2,rns,12,紅胸濱鷸,灘地,鷸科,0
2019,5,B,B,bws,4,高蹺鴴,岸邊,長腳鷸科,0
2019,5,B,B,kepl,25,東方環頸鴴,灘地,鴴科,0
2019,5,B,B,piav,2,反嘴鴴,水域,長腳鷸科,0
2019,5,B,B,lite,30,小燕鷗,灘地,鷗科,II
2019,4,A,A2,sts,24,尖尾濱鷸,灘地,鷸科,0
2019,4,A,A2,lsp,15,蒙古鴴,灘地,鴴科,0
2019,4,A,A2,cosa,23,磯鷸,灘地,鷸科,0
2019,4,A,A2,btg,2,黑尾鷸,灘地,鷸科,III
2019,4,A,A2,core,1,赤足鷸,灘地,鷸科,0
2019,4,A,A2,rns,5,紅胸濱鷸,灘地,鷸科,0
2019,4,A,A2,whte,8,黑腹燕鷗,灘地,鷗科,0
2019,4,A,A2,whte,6,黑腹燕鷗,草叢,鷗科,0
2019,4,A,A2,lite,6,小燕鷗,灘地,鷗科,II
2019,4,A,A2,lite,2,小燕鷗,天空,鷗科,II
2019,4,A,A2,bws,1,高蹺鴴,灘地,長腳鷸科,0
2019,4,A,A2,bws,2,高蹺鴴,草叢,長腳鷸科,0
2019,4,A,A2,bfs,16,黑面琵鷺,灘地,䴉科,I
2019,4,A,A2,cogr,9,青足鷸,灘地,鷸科,0
2019,4,A,A2,masa,1,小青足鷸,灘地,鷸科,0
2019,4,A,A2,lieg,6,小白鷺,灘地,鷺科,0
2019,4,A,A2,lieg,3,小白鷺,草叢,鷺科,0
2019,4,A,A2,greg,3,大白鷺,岸邊,鷺科,0
2019,4,A,A2,kepl,1,東方環頸鴴,灘地,鴴科,0
2019,4,A,A2,kepl,2,東方環頸鴴,草叢,鴴科,0
2019,4,A,A2,jamy,1,白尾八哥,草叢,八哥科,0
2019,4,A,A2,ets,3,麻雀,草叢,麻雀科,0
2019,4,A,A1,ligr,1,小鸊鷉,水域,鸊鷉科,0
2019,4,A,A1,ineg,1,中白鷺,岸邊,鷺科,0
2019,4,A,A1,lieg,2,小白鷺,灘地,鷺科,0
2019,4,A,A1,lieg,2,小白鷺,草叢,鷺科,0
2019,4,A,A1,greg,1,大白鷺,灘地,鷺科,0
2019,5,A,A1,lieg,3,小白鷺,草叢,鷺科,0
2019,5,A,A1,lieg,2,小白鷺,岸邊,鷺科,0
2019,5,A,A1,whte,1,黑腹燕鷗,水域,鷗科,0
2019,5,A,A1,bws,4,高蹺鴴,岸邊,長腳鷸科,0
2019,5,A,A1,bws,3,高蹺鴴,水域,長腳鷸科,0
2019,5,A,A1,bws,2,高蹺鴴,草叢,長腳鷸科,0
2019,5,A,A1,piav,1,反嘴鴴,水域,長腳鷸科,0
2019,5,B,B,piav,2,反嘴鴴,水域,長腳鷸科,0
2019,5,B,B,whte,55,黑腹燕鷗,灘地,鷗科,0
2019,5,B,B,lieg,2,小白鷺,岸邊,鷺科,0
2019,5,B,B,greg,2,大白鷺,岸邊,鷺科,0
2019,5,B,B,greg,3,大白鷺,草叢,鷺科,0
2019,5,B,B,lieg,2,小白鷺,草叢,鷺科,0
2019,5,B,B,lite,12,小燕鷗,灘地,鷗科,II
2019,5,A,A2,ligr,1,小鸊鷉,水域,鸊鷉科,0
2019,5,A,A2,lieg,3,小白鷺,岸邊,鷺科,0
2019,5,A,A2,lieg,2,小白鷺,草叢,鷺科,0
2019,5,A,A2,greg,1,大白鷺,草叢,鷺科,0
2019,5,A,A2,greg,2,大白鷺,岸邊,鷺科,0
2019,5,A,A2,bcnh,1,夜鷺,草叢,鷺科,0
2019,5,A,A2,cibi,1,栗小鷺,草叢,鷺科,0
2019,5,A,A1,ets,10,麻雀,人工棲地,麻雀科,0
2019,5,A,A1,coki,1,翠鳥,人工棲地,翠鳥科,0
2019,5,A,A2,kepl,2,東方環頸鴴,灘地,鴴科,0
2019,5,B,B,kepl,5,東方環頸鴴,灘地,鴴科,0
2019,5,B,B,whte,8,黑腹燕鷗,水域,鷗科,0
2019,5,A,A1,bws,1,高蹺鴴,水域,長腳鷸科,0
2019,5,A,A2,bws,1,高蹺鴴,水域,長腳鷸科,0
2019,5,B,B,bws,2,高蹺鴴,水域,長腳鷸科,0
2019,6,A,A1,lieg,5,小白鷺,草叢,鷺科,0
2019,6,A,A1,lieg,2,小白鷺,岸邊,鷺科,0
2019,6,A,A1,kepl,3,東方環頸鴴,岸邊,鴴科,0
2019,6,A,A1,bws,3,高蹺鴴,水域,長腳鷸科,0
2019,6,A,A2,lite,4,小燕鷗,灘地,鷗科,II
2019,6,A,A2,whte,1,黑腹燕鷗,灘地,鷗科,0
2019,6,A,A2,lieg,3,小白鷺,岸邊,鷺科,0
2019,6,B,B,lieg,1,小白鷺,岸邊,鷺科,0
