年,月,樣區編號,樣站編號,名稱,數量,棲地類型,科名
2018,5,F,F,蒙古鴴,12,水域,鴴科
2018,5,F,F,中白鷺,1,草叢,鷺科
2018,5,F,F,小白鷺,1,水域,鷺科
2018,5,F,F,紅鳩,1,草叢,鳩鴿科
2018,5,F,F,黑腹燕鷗,9,灘地,鷗科
2018,5,F,F,褐頭鷦鶯,1,草叢,扇尾鶯科
2018,5,B,B,東方環頸鴴,2,灘地,鴴科
2018,5,B,B,翠鳥,1,河道,翠鳥科
2018,5,A,A1,高蹺鴴,1,水域,長腳鷸科
2018,5,A,A1,小白鷺,2,水域,鷺科
2018,5,A,A1,東方環頸鴴,1,水域,鴴科
2018,5,A,A1,大白鷺,6,水域,鷺科
2018,5,A,A1,尖尾濱鷸,1,水域,鷸科
2018,5,A,A1,埃及聖䴉,1,水域,䴉科
2018,5,A,A2,東方環頸鴴,6,灘地,鴴科
2018,4,A,A,反嘴鴴,20,水域,長腳鷸科
2018,4,A,A,反嘴鴴,20,岸邊,長腳鷸科
2018,4,A,A,高蹺鴴,4,草叢,長腳鷸科
2018,4,A,A,小白鷺,4,草叢,鷺科
2018,4,A,A,小白鷺,3,岸邊,鷺科
2018,4,A,A,黑腹燕鷗,1,天空,鷗科
2018,4,A,A,埃及聖䴉,4,草叢,䴉科
2018,4,A,A,埃及聖䴉,3,岸邊,䴉科
2018,4,A,A,翠鳥,1,人工棲地,翠鳥科
2018,4,A,A,大白鷺,3,草叢,鷺科
2018,4,A,A,黃頭鷺,3,岸邊,鷺科
2018,4,A,A,黑面琵鷺,1,草叢,䴉科
2018,4,A,A,東方環頸鴴,10,灘地,鴴科
2018,4,A,A,東方環頸鴴,6,草叢,鴴科
2018,4,A,A,紅胸濱鷸,39,灘地,鷸科
2018,4,A,A,紅胸濱鷸,20,岸邊,鷸科
2018,4,A,A,小燕鷗,2,天空,鷗科
2018,4,A,A,蒙古鴴,2,灘地,鴴科
2018,4,A,A,彎嘴濱鷸,1,灘地,鷸科
2018,4,A,A,尖尾濱鷸,1,岸邊,鷸科
2018,4,B,B,紅胸濱鷸,57,灘地,鷸科
2018,4,B,B,蒙古鴴,6,岸邊,鴴科
2018,4,B,B,東方環頸鴴,1,岸邊,鴴科
2018,4,B,B,青足鷸,2,岸邊,鷸科
2018,4,B,B,高蹺鴴,4,水域,長腳鷸科
2018,4,C,C,紅胸濱鷸,200,灘地,鷸科
2018,4,C,C,紅胸濱鷸,33,岸邊,鷸科
2018,4,C,C,尖尾濱鷸,47,灘地,鷸科
2018,4,C,C,彎嘴濱鷸,28,灘地,鷸科
2018,4,C,C,小青足鷸,1,岸邊,鷸科
2018,4,C,C,黃頭鷺,7,草叢,鷺科
2018,4,C,C,東方環頸鴴,2,灘地,鴴科
2018,4,C,C,彎嘴濱鷸,17,灘地,鷸科
2018,4,D,D,彎嘴濱鷸,9,岸邊,鷸科
2018,4,D,D,鷹斑鷸,1,岸邊,鷸科
2018,4,D,D,小青足鷸,1,岸邊,鷸科
2018,4,D,D,高蹺鴴,20,水域,長腳鷸科
2018,4,D,D,高蹺鴴,8,岸邊,長腳鷸科
2018,4,D,D,小燕鷗,4,天空,鷗科
2018,4,D,D,大白鷺,5,草叢,鷺科
2018,4,D,D,青足鷸,2,岸邊,鷸科
2018,4,D,D,東方環頸鴴,1,岸邊,鴴科
2018,4,E,E,紅胸濱鷸,129,岸邊,鷸科
2018,4,E,E,紅胸濱鷸,200,灘地,鷸科
2018,4,E,E,蒙古鴴,190,灘地,鴴科
2018,4,E,E,彎嘴濱鷸,22,灘地,鷸科
2018,4,E,E,小燕鷗,20,灘地,鷗科
2018,4,E,E,青足鷸,14,岸邊,鷸科
2018,4,E,E,青足鷸,10,岸邊,鷸科
2018,4,E,E,彎嘴濱鷸,15,灘地,鷸科
2018,4,E,E,太平洋金斑鴴,16,草叢,鴴科
2018,4,E,E,高蹺鴴,10,草叢,長腳鷸科
2018,4,E,E,高蹺鴴,5,岸邊,長腳鷸科
2018,4,E,E,小青足鷸,8,岸邊,鷸科
2018,4,E,E,裏海燕鷗,12,灘地,鷗科
2018,4,E,E,翻石鷸,1,草叢,鷸科
2018,4,F,F,尖尾濱鷸,14,岸邊,鷸科
2018,4,F,F,彎嘴濱鷸,11,岸邊,鷸科
2018,4,F,F,小青足鷸,6,岸邊,鷸科
2018,4,F,F,太平洋金斑鴴,1,草叢,鴴科
2018,4,F,F,紅冠水雞,3,水域,秧雞科
2018,4,F,F,彎嘴濱鷸,17,灘地,鷸科
2018,4,F,F,紅胸濱鷸,15,灘地,鷸科
2018,4,F,F,蒙古鴴,1,灘地,鴴科
2018,4,F,F,高蹺鴴,19,岸邊,長腳鷸科
2018,4,F,F,反嘴鴴,1,水域,長腳鷸科
2018,4,F,F,青足鷸,21,岸邊,鷸科
2018,4,F,F,鷹斑鷸,2,岸邊,鷸科
2018,4,F,F,小燕鷗,2,灘地,鷗科
2018,12,C,C,大白鷺,1,草叢,鷺科
2018,12,C,C,黃頭鷺,2,草叢,鷺科
2018,12,B,B,小白鷺,2,岸邊,鷺科
2018,12,B,B,小白鷺,1,水域,鷺科
2018,12,B,B,小白鷺,1,水域,鷺科
2018,12,B,B,小水鴨,10,水域,雁鴨科
2018,12,B,B,白眉鴨,2,水域,雁鴨科
2018,12,B,B,尖尾鴨,20,水域,雁鴨科
2018,12,B,B,琵嘴鴨,5,水域,雁鴨科
2018,12,B,B,小青足鷸,22,水域,鷸科
2018,12,B,B,磯鷸,15,水域,鷸科
2018,12,B,B,磯鷸,10,草叢,鷸科
2018,12,B,B,黃頭鷺,2,草叢,鷺科
2018,12,B,B,埃及聖䴉,2,水域,䴉科
2018,12,B,B,白尾八哥,2,天空,八哥科
2018,12,B,B,蒼鷺,15,岸邊,鷺科
2018,12,B,B,反嘴鴴,1,水域,長腳鷸科
2018,12,A,A1,埃及聖䴉,5,岸邊,䴉科
2018,12,A,A1,琵嘴鴨,200,水域,雁鴨科
2018,12,A,A1,琵嘴鴨,15,岸邊,雁鴨科
2018,12,A,A1,尖尾鴨,50,水域,雁鴨科
2018,12,A,A1,尖尾鴨,5,岸邊,雁鴨科
2018,12,A,A1,赤頸鴨,25,水域,雁鴨科
2018,12,A,A1,小水鴨,15,水域,雁鴨科
2018,12,A,A1,小水鴨,5,草叢,雁鴨科
2018,12,A,A1,黃頭鷺,30,岸邊,鷺科
2018,12,A,A1,蒼鷺,5,岸邊,鷺科
2018,12,A,A1,大白鷺,6,水域,鷺科
2018,12,A,A2,琵嘴鴨,300,水域,雁鴨科
2018,12,A,A2,琵嘴鴨,100,岸邊,雁鴨科
2018,12,A,A2,尖尾鴨,75,水域,雁鴨科
2018,12,A,A2,尖尾鴨,25,岸邊,雁鴨科
2018,12,A,A2,赤頸鴨,25,水域,雁鴨科
2018,12,A,A2,赤頸鴨,50,岸邊,雁鴨科
2018,12,A,A2,小水鴨,15,水域,雁鴨科
2018,12,A,A2,小水鴨,10,岸邊,雁鴨科
2018,12,A,A2,黃頭鷺,10,岸邊,鷺科
2018,12,A,A2,蒼鷺,4,岸邊,鷺科
2018,12,A,A2,大白鷺,10,岸邊,鷺科
2018,12,E,E2,夜鷺,100,水域,鷺科
2018,12,E,E2,蒼鷺,10,水域,鷺科
2018,12,E,E2,蒼鷺,10,岸邊,鷺科
2018,12,E,E2,黃頭鷺,30,岸邊,鷺科
2018,12,E,E2,大白鷺,40,水域,鷺科
2018,12,E,E2,大白鷺,20,岸邊,鷺科
2018,12,E,E1,東方環頸鴴,150,水域,鴴科
2018,12,E,E1,蒼鷺,25,岸邊,鷺科
2018,12,D,D2,東方環頸鴴,50,水域,鴴科
2018,12,D,D2,蒼鷺,75,水域,鷺科
2018,12,D,D2,蒼鷺,25,岸邊,鷺科
2018,12,D,D1,大白鷺,15,水域,鷺科
2018,12,D,D1,大白鷺,10,岸邊,鷺科
2018,12,D,D2,大白鷺,4,水域,鷺科
2018,12,D,D2,大白鷺,2,岸邊,鷺科
2018,12,D,D1,翠鳥,1,草叢,翠鳥科
2018,12,A,A1,灰頭鷦鶯,1,草叢,扇尾鶯科
2018,12,A,A2,黑面琵鷺,4,草叢,䴉科
2018,12,A,A1,裏海燕鷗,1,天空,鷗科
2019,1,A,A1,小白鷺,2,岸邊,鷺科
2019,1,A,A1,小白鷺,2,草叢,鷺科
2019,1,A,A1,大白鷺,10,岸邊,鷺科
2019,1,A,A1,大白鷺,5,草叢,鷺科
2019,1,A,A1,中白鷺,2,岸邊,鷺科
2019,1,A,A1,蒼鷺,3,岸邊,鷺科
2019,1,A,A1,蒼鷺,1,草叢,鷺科
2019,1,A,A1,尖尾鴨,22,水域,雁鴨科
2019,1,A,A1,尖尾鴨,8,岸邊,雁鴨科
2019,1,A,A1,琵嘴鴨,2,岸邊,雁鴨科
2019,1,A,A1,赤頸鴨,46,水域,雁鴨科
2019,1,A,A1,赤頸鴨,40,岸邊,雁鴨科
2019,1,A,A1,小水鴨,6,水域,雁鴨科
2019,1,A,A1,小水鴨,8,水域,雁鴨科
2019,1,A,A1,鸕鷀,2,水域,鸕鷀科
2019,1,A,A1,裏海燕鷗,3,水域,鷗科
2019,1,A,A1,翠鳥,2,岸邊,翠鳥科
2019,1,A,A1,灰頭鷦鶯,2,水域,扇尾鶯科
2019,1,A,A1,麻雀,10,人工棲地,麻雀科
2019,1,A,A2,小白鷺,3,岸邊,鷺科
2019,1,A,A2,大白鷺,10,岸邊,鷺科
2019,1,A,A2,大白鷺,3,草叢,鷺科
2019,1,A,A2,尖尾鴨,2,岸邊,雁鴨科
2019,1,A,A2,琵嘴鴨,24,岸邊,雁鴨科
2019,1,A,A2,琵嘴鴨,10,水域,雁鴨科
2019,1,A,A2,蒼鷺,4,岸邊,鷺科
2019,1,A,A2,蒼鷺,1,草叢,鷺科
2019,1,A,A2,反嘴鴴,2,岸邊,長腳鷸科
2019,1,B,B,大白鷺,2,草叢,鷺科
2019,2,A,A1,黑面琵鷺,2,草叢,䴉科
2019,2,A,A1,黑面琵鷺,14,岸邊,䴉科
2019,2,A,A1,蒼鷺,2,岸邊,鷺科
2019,2,A,A1,蒼鷺,2,草叢,鷺科
2019,2,A,A1,小白鷺,9,岸邊,鷺科
2019,2,A,A1,小白鷺,3,草叢,鷺科
2019,2,A,A1,大白鷺,200,水域,鷺科
2019,2,A,A1,大白鷺,20,岸邊,鷺科
2019,2,A,A1,大白鷺,5,草叢,鷺科
2019,2,A,A1,中白鷺,5,岸邊,鷺科
2019,2,A,A1,埃及聖䴉,3,岸邊,䴉科
2019,2,A,A1,翠鳥,1,岸邊,翠鳥科
2019,2,A,A1,紅嘴鷗,23,水域,鷗科
2019,2,A,A1,琵嘴鴨,60,水域,雁鴨科
2019,2,A,A1,琵嘴鴨,3,草叢,雁鴨科
2019,2,A,A1,琵嘴鴨,26,岸邊,雁鴨科
2019,2,A,A1,尖尾鴨,8,草叢,雁鴨科
2019,2,A,A1,尖尾鴨,5,水域,雁鴨科
2019,2,A,A1,赤頸鴨,13,水域,雁鴨科
2019,2,A,A1,裏海燕鷗,6,天空,鷗科
2019,2,A,A1,家燕,20,天空,燕科
2019,2,A,A1,洋燕,15,天空,燕科
2019,2,A,A2,小燕鷗,1,岸邊,鷗科
2019,2,A,A2,琵嘴鴨,50,水域,雁鴨科
2019,2,A,A2,琵嘴鴨,12,草叢,雁鴨科
2019,2,A,A2,赤頸鴨,6,岸邊,雁鴨科
2019,2,A,A2,赤頸鴨,3,草叢,雁鴨科
2019,2,A,A2,反嘴鴴,2,岸邊,長腳鷸科
2019,2,A,A2,埃及聖䴉,2,岸邊,䴉科
2019,2,A,A2,黑面琵鷺,2,岸邊,䴉科
2019,2,A,A2,小白鷺,8,岸邊,鷺科
2019,2,A,A2,大白鷺,4,岸邊,鷺科
2019,2,A,A2,東方環頸鴴,12,草叢,鴴科
2019,2,A,A2,東方環頸鴴,238,岸邊,鴴科
2019,2,A,A2,黑腹濱鷸,260,岸邊,鷸科
2019,2,A,A2,黑腹濱鷸,27,草叢,鷸科
2019,2,A,A2,小青足鷸,20,草叢,鷸科
2019,2,A,A2,小青足鷸,80,岸邊,鷸科
2019,2,A,A2,青足鷸,6,岸邊,鷸科
2019,2,A,A2,麻雀,30,人工棲地,麻雀科
2019,2,A,A2,家燕,15,天空,燕科
2019,2,A,A2,洋燕,5,天空,燕科
2019,2,B,B,棕扇尾鶯,1,草叢,扇尾鶯科
2019,2,B,B,家燕,6,天空,燕科
2019,3,A,A1,麻雀,30,人工棲地,麻雀科
2019,3,A,A1,翠鳥,2,岸邊,翠鳥科
2019,3,A,A1,白尾八哥,2,人工棲地,八哥科
2019,3,A,A1,小鸊鷉,2,水域,鸊鷉科
2019,3,A,A1,中白鷺,1,岸邊,鷺科
2019,3,A,A1,大白鷺,1,岸邊,鷺科
2019,3,A,A1,琵嘴鴨,1,岸邊,雁鴨科
2019,3,A,A1,琵嘴鴨,5,水域,雁鴨科
2019,3,A,A1,琵嘴鴨,20,草叢,雁鴨科
2019,3,A,A1,赤頸鴨,4,岸邊,雁鴨科
2019,3,A,A1,赤頸鴨,2,草叢,雁鴨科
2019,3,A,A1,高蹺鴴,6,草叢,長腳鷸科
2019,3,A,A2,赤頸鴨,10,水域,雁鴨科
2019,3,A,A2,琵嘴鴨,6,草叢,雁鴨科
2019,3,A,A2,琵嘴鴨,10,岸邊,雁鴨科
2019,3,A,A2,琵嘴鴨,12,水域,雁鴨科
2019,3,A,A2,反嘴鴴,5,草叢,長腳鷸科
2019,3,A,A2,反嘴鴴,6,水域,長腳鷸科
2019,3,A,A2,小燕鷗,1,岸邊,鷗科
2019,3,A,A2,小燕鷗,2,水域,鷗科
2019,3,A,A2,小水鴨,1,岸邊,雁鴨科
2019,3,A,A2,東方環頸鴴,15,岸邊,鴴科
2019,3,A,A2,青足鷸,1,草叢,鷸科
2019,3,A,A2,高蹺鴴,2,草叢,長腳鷸科
2019,3,A,A2,高蹺鴴,7,岸邊,長腳鷸科
2019,3,A,A2,大白鷺,2,草叢,鷺科
2019,3,A,A2,大白鷺,2,岸邊,鷺科
2019,3,A,A2,棕扇尾鶯,1,草叢,扇尾鶯科
2019,3,B,B,翠鳥,2,岸邊,翠鳥科
2019,3,B,B,東方環頸鴴,10,岸邊,鴴科
2019,5,A,A1,中白鷺,1,岸邊,鷺科
2019,5,A,A1,大白鷺,1,草叢,鷺科
2019,5,A,A1,小白鷺,1,岸邊,鷺科
2019,5,A,A1,埃及聖䴉,1,岸邊,䴉科
2019,5,A,A1,高蹺鴴,5,岸邊,長腳鷸科
2019,5,A,A1,高蹺鴴,2,灘地,長腳鷸科
2019,5,A,A1,黑腹燕鷗,4,灘地,鷗科
2019,5,A,A1,裏海燕鷗,1,天空,鷗科
2019,5,A,A1,翠鳥,1,河道,翠鳥科
2019,5,A,A1,麻雀,20,人工棲地,麻雀科
2019,5,A,A1,白尾八哥,1,人工棲地,八哥科
2019,5,A,A1,東方環頸鴴,5,灘地,鴴科
2019,5,A,A1,小燕鷗,2,灘地,鷗科
2019,5,A,A1,栗小鷺,1,草叢,鷺科
2019,5,A,A2,中白鷺,1,草叢,鷺科
2019,5,A,A2,小白鷺,1,岸邊,鷺科
2019,5,A,A2,埃及聖䴉,1,草叢,䴉科
2019,5,A,A2,高蹺鴴,10,岸邊,長腳鷸科
2019,5,A,A2,高蹺鴴,5,灘地,長腳鷸科
2019,5,A,A2,黑腹燕鷗,30,灘地,鷗科
2019,5,A,A2,麻雀,5,人工棲地,麻雀科
2019,5,A,A2,東方環頸鴴,5,灘地,鴴科
2019,5,A,A2,小燕鷗,2,灘地,鷗科
2019,5,A,A2,反嘴鴴,7,水域,長腳鷸科
2019,5,A,A2,栗小鷺,1,岸邊,鷺科
2019,5,A,A2,紅胸濱鷸,12,灘地,鷸科
2019,5,B,B,高蹺鴴,4,岸邊,長腳鷸科
2019,5,B,B,東方環頸鴴,25,灘地,鴴科
2019,5,B,B,反嘴鴴,2,水域,長腳鷸科
2019,5,B,B,小燕鷗,30,灘地,鷗科
2019,4,A,A2,尖尾濱鷸,24,灘地,鷸科
2019,4,A,A2,蒙古鴴,15,灘地,鴴科
2019,4,A,A2,磯鷸,23,灘地,鷸科
2019,4,A,A2,黑尾鷸,2,灘地,鷸科
2019,4,A,A2,赤足鷸,1,灘地,鷸科
2019,4,A,A2,紅胸濱鷸,5,灘地,鷸科
2019,4,A,A2,黑腹燕鷗,8,灘地,鷗科
2019,4,A,A2,黑腹燕鷗,6,草叢,鷗科
2019,4,A,A2,小燕鷗,6,灘地,鷗科
2019,4,A,A2,小燕鷗,2,天空,鷗科
2019,4,A,A2,高蹺鴴,1,灘地,長腳鷸科
2019,4,A,A2,高蹺鴴,2,草叢,長腳鷸科
2019,4,A,A2,黑面琵鷺,16,灘地,䴉科
2019,4,A,A2,青足鷸,9,灘地,鷸科
2019,4,A,A2,小青足鷸,1,灘地,鷸科
2019,4,A,A2,小白鷺,6,灘地,鷺科
2019,4,A,A2,小白鷺,3,草叢,鷺科
2019,4,A,A2,大白鷺,3,岸邊,鷺科
2019,4,A,A2,東方環頸鴴,1,灘地,鴴科
2019,4,A,A2,東方環頸鴴,2,草叢,鴴科
2019,4,A,A2,白尾八哥,1,草叢,八哥科
2019,4,A,A2,麻雀,3,草叢,麻雀科
2019,4,A,A1,小鸊鷉,1,水域,鸊鷉科
2019,4,A,A1,中白鷺,1,岸邊,鷺科
2019,4,A,A1,小白鷺,2,灘地,鷺科
2019,4,A,A1,小白鷺,2,草叢,鷺科
2019,4,A,A1,大白鷺,1,灘地,鷺科
2019,5,A,A1,小白鷺,3,草叢,鷺科
2019,5,A,A1,小白鷺,2,岸邊,鷺科
2019,5,A,A1,黑腹燕鷗,1,水域,鷗科
2019,5,A,A1,高蹺鴴,4,岸邊,長腳鷸科
2019,5,A,A1,高蹺鴴,3,水域,長腳鷸科
2019,5,A,A1,高蹺鴴,2,草叢,長腳鷸科
2019,5,A,A1,反嘴鴴,1,水域,長腳鷸科
2019,5,B,B,反嘴鴴,2,水域,長腳鷸科
2019,5,B,B,黑腹燕鷗,55,灘地,鷗科
2019,5,B,B,小白鷺,2,岸邊,鷺科
2019,5,B,B,大白鷺,2,岸邊,鷺科
2019,5,B,B,大白鷺,3,草叢,鷺科
2019,5,B,B,小白鷺,2,草叢,鷺科
2019,5,B,B,小燕鷗,12,灘地,鷗科
2019,5,A,A2,小鸊鷉,1,水域,鸊鷉科
2019,5,A,A2,小白鷺,3,岸邊,鷺科
2019,5,A,A2,小白鷺,2,草叢,鷺科
2019,5,A,A2,大白鷺,1,草叢,鷺科
2019,5,A,A2,大白鷺,2,岸邊,鷺科
2019,5,A,A2,夜鷺,1,草叢,鷺科
2019,5,A,A2,栗小鷺,1,草叢,鷺科
2019,5,A,A1,麻雀,10,人工棲地,麻雀科
2019,5,A,A1,翠鳥,1,人工棲地,翠鳥科
2019,5,A,A2,東方環頸鴴,2,灘地,鴴科
2019,5,B,B,東方環頸鴴,5,灘地,鴴科
2019,5,B,B,黑腹燕鷗,8,水域,鷗科
2019,5,A,A1,高蹺鴴,1,水域,長腳鷸科
2019,5,A,A2,高蹺鴴,1,水域,長腳鷸科
2019,5,B,B,高蹺鴴,2,水域,長腳鷸科
2019,6,A,A1,小白鷺,5,草叢,鷺科
2019,6,A,A1,小白鷺,2,岸邊,鷺科
2019,6,A,A1,東方環頸鴴,3,岸邊,鴴科
2019,6,A,A1,高蹺鴴,3,水域,長腳鷸科
2019,6,A,A2,小燕鷗,4,灘地,鷗科
2019,6,A,A2,黑腹燕鷗,1,灘地,鷗科
2019,6,A,A2,小白鷺,3,岸邊,鷺科
2019,6,B,B,小白鷺,1,岸邊,鷺科
